,Dc,Dt,NSpc,NSt,Sc,St,Wc,Wt
206284,,,,,,,,
206285,,,,,,,,
206286,,,,,,,,
206287,,,,,,,,
206288,,,,,,,,
206289,,,,,,,,
206290,,,,,,,,
206291,,,,,,,,
206292,,,,,,,,
206293,,,,,,,,
206294,,,,,,,,
206295,,,,,,,,
206296,,,,,,,,
206297,,,,,,,,
206298,,,,,,,,
206299,,,,,,,,
206300,,,,,,,,
206301,,,,,,,,
206302,,,,,,,,
206303,,,,,,,,
206304,,,,,,,,
206305,,,,,,,,
206306,,,,,,,,
206307,,,,,,,,
206308,,,,,,,,
206309,,,,,,,,
206310,,,,,,,,
206311,,,,,,,,
206312,,,,,,,,
206313,,,,,,,,
206314,,,,,,,,
206315,,,,,,,,
206316,,,,,,,,
206317,,,,,,,,
206318,,,,,,,,
206319,,,,,,,,
206320,,,,,,,,
206321,,,,,,,,
206322,,,,,,,,
206323,,,,,,,,
206324,,,,,,,,
206325,,,,,,,,
206326,,,,,,,,
206327,,,,,,,,
206328,,,,,,,,
206329,,,,,,,,
206330,,,,,,,,
206331,,,,,,,,
206332,,,,,,,,
206333,,,,,,,,
206334,,,,,,,,
206335,,,,,,,,
206336,,,,,,,,
206337,,,,,,,,
206338,,,,,,,,
206339,,,,,,,,
206340,,,,,,,,
206341,,,,,,,,
206342,,,,,,,,
206343,,,,,,,,
206344,,,,,,,,
206345,,,,,,,,
206346,,,,,,,,
206347,,,,,,,,
206348,,,,,,,,
206349,,,,,,,,
206350,,,,,,,,
206351,,,,,,,,
206352,,,,,,,,
206353,,,,,,,,
206354,,,,,,,,
206355,,,,,,,,
206356,,,,,,,,
206357,,,,,,,,
206358,,,,,,,,
206359,,,,,,,,
206360,,,,,,,,
206361,,,,,,,,
206362,,,,,,,,
206363,,,,,,,,
206364,,,,,,,,
206365,,,,,,,,
206366,,,,,,,,
206367,,,,,,,,
206368,,,,,,,,
206369,,,,,,,,
206370,,,,,,,,
206371,,,,,,,,
206372,,,,,,,,
206373,,,,,,,,
206374,,,,,,,,
206375,,,,,,,,
206376,,,,,,,,
206377,,,,,,,,
206378,,,,,,,,
206379,,,,,,,,
206380,,,,,,,,
206381,,,,,,,,
206382,,,,,,,,
206383,,,,,,,,
206384,,,,,,,,
206385,,,,,,,,
206386,,,,,,,,
206387,,,,,,,,
206388,,,,,,,,
206389,,,,,,,,
206390,,,,,,,,
206391,,,,,,,,
206392,,,,,,,,
206393,,,,,,,,
206394,,,,,,,,
206395,,,,,,,,
206396,,,,,,,,
206397,,,,,,,,
206398,,,,,,,,
206399,,,,,,,,
206400,,,,,,,,
206401,,,,,,,,
206402,,,,,,,,
206403,,,,,,,,
206404,,,,,,,,
206405,,,,,,,,
206406,,,,,,,,
206407,,,,,,,,
206408,,,,,,,,
206409,,,,,,,,
206410,,,,,,,,
206411,,,,,,,,
206412,,,,,,,,
206413,,,,,,,,
206414,,,,,,,,
206415,,,,,,,,
206416,,,,,,,,
206417,,,,,,,,
206418,,,,,,,,
206419,,,,,,,,
206420,,,,,,,,
206421,,,,,,,,
206422,,,,,,,,
206423,,,,,,,,
206424,,,,,,,,
206425,,,,,,,,
206426,,,,,,,,
206427,,,,,,,,
206428,,,,,,,,
206429,,,,,,,,
206430,,,,,,,,
206431,,,,,,,,
206432,,,,,,,,
206433,,,,,,,,
206434,,,,,,,,
206435,,,,,,,,
206436,,,,,,,,
206437,,,,,,,,
206438,,,,,,,,
206439,,,,,,,,
206440,,,,,,,,
206441,,,,,,,,
206442,,,,,,,,
206443,,,,,,,,
206444,,,,,,,,
206445,,,,,,,,
206446,,,,,,,,
206447,,,,,,,,
206448,,,,,,,,
206449,,,,,,,,
206450,,,,,,,,
206451,,,,,,,,
206452,,,,,,,,
206453,,,,,,,,
206454,,,,,,,,
206455,,,,,,,,
206456,,,,,,,,
206457,,,,,,,,
206458,,,,,,,,
206459,,,,,,,,
206460,,,,,,,,
206461,,,,,,,,
206462,,,,,,,,
206463,,,,,,,,
206464,,,,,,,,
206465,,,,,,,,
206466,,,,,,,,
206467,,,,,,,,
206468,,,,,,,,
206469,,,,,,,,
206470,,,,,,,,
206471,,,,,,,,
206472,,,,,,,,
206473,,,,,,,,
206474,,,,,,,,
206475,,,,,,,,
206476,,,,,,,,
206477,,,,,,,,
206478,,,,,,,,
206479,,,,,,,,
206480,,,,,,,,
206481,,,,,,,,
206482,,,,,,,,
206483,,,,,,,,
206484,,,,,,,,
206485,,,,,,,,
206486,,,,,,,,
206487,,,,,,,,
206488,,,,,,,,
206489,,,,,,,,
206490,,,,,,,,
206491,,,,,,,,
206492,,,,,,,,
206493,,,,,,,,
206494,,,,,,,,
206495,,,,,,,,
206496,,,,,,,,
206497,,,,,,,,
206498,,,,,,,,
206499,,,,,,,,
206500,,,,,,,,
206501,,,,,,,,
206502,,,,,,,,
206503,,,,,,,,
206504,,,,,,,,
206505,,,,,,,,
206506,,,,,,,,
206507,,,,,,,,
206508,,,,,,,,
206509,,,,,,,,
206510,,,,,,,,
206511,,,,,,,,
206512,,,,,,,,
206513,,,,,,,,
206514,,,,,,,,
206515,,,,,,,,
206516,,,,,,,,
206517,,,,,,,,
206518,,,,,,,,
206519,,,,,,,,
206520,,,,,,,,
206521,,,,,,,,
206522,,,,,,,,
206523,,,,,,,,
206524,,,,,,,,
206525,,,,,,,,
206526,,,,,,,,
206527,,,,,,,,
206528,,,,,,,,
206529,,,,,,,,
206530,,,,,,,,
206531,,,,,,,,
206532,,,,,,,,
206533,,,,,,,,
206534,,,,,,,,
206535,,,,,,,,
206536,,,,,,,,
206537,,,,,,,,
206538,,,,,,,,
206539,,,,,,,,
206540,,,,,,,,
206541,,,,,,,,
206542,,,,,,,,
206543,,,,,,,,
206544,,,,,,,,
206545,,,,,,,,
206546,,,,,,,,
206547,,,,,,,,
206548,,,,,,,,
206549,,,,,,,,
206550,,,,,,,,
206551,,,,,,,,
206552,,,,,,,,
206553,,,,,,,,
206554,,,,,,,,
206555,,,,,,,,
206556,,,,,,,,
206557,,,,,,,,
206558,,,,,,,,
206559,,,,,,,,
206560,,,,,,,,
206561,,,,,,,,
206562,,,,,,,,
206563,,,,,,,,
206564,,,,,,,,
206565,,,,,,,,
206566,,,,,,,,
206567,,,,,,,,
206568,,,,,,,,
206569,,,,,,,,
206570,,,,,,,,
206571,,,,,,,,
206572,,,,,,,,
206573,,,,,,,,
206574,,,,,,,,
206575,,,,,,,,
206576,,,,,,,,
206577,,,,,,,,
206578,,,,,,,,
206579,,,,,,,,
206580,,,,,,,,
206581,,,,,,,,
206582,,,,,,,,
206583,,,,,,,,
206584,,,,,,,,
206585,,,,,,,,
206586,,,,,,,,
206587,,,,,,,,
206588,,,,,,,,
206589,,,,,,,,
206590,,,,,,,,
206591,,,,,,,,
206592,,,,,,,,
206593,,,,,,,,
206594,,,,,,,,
206595,,,,,,,,
206596,,,,,,,,
206597,,,,,,,,
206598,,,,,,,,
206599,,,,,,,,
206600,,,,,,,,
206601,,,,,,,,
206602,,,,,,,,
206603,,,,,,,,
206604,,,,,,,,
206605,,,,,,,,
206606,,,,,,,,
206607,,,,,,,,
206608,,,,,,,,
206609,,,,,,,,
206610,,,,,,,,
206611,,,,,,,,
206612,,,,,,,,
206613,,,,,,,,
206614,,,,,,,,
206615,,,,,,,,
206616,,,,,,,,
206617,,,,,,,,
206618,,,,,,,,
206619,,,,,,,,
206620,,,,,,,,
206621,,,,,,,,
206622,,,,,,,,
206623,,,,,,,,
206624,,,,,,,,
206625,,,,,,,,
206626,,,,,,,,
206627,,,,,,,,
206628,,,,,,,,
206629,,,,,,,,
206630,,,,,,,,
206631,,,,,,,,
206632,,,,,,,,
206633,,,,,,,,
206634,,,,,,,,
206635,,,,,,,,
206636,,,,,,,,
206637,,,,,,,,
206638,,,,,,,,
206639,,,,,,,,
206640,,,,,,,,
206641,,,,,,,,
206642,,,,,,,,
206643,,,,,,,,
206644,,,,,,,,
206645,,,,,,,,
206646,,,,,,,,
206647,,,,,,,,
206648,,,,,,,,
206649,,,,,,,,
206650,,,,,,,,
206651,,,,,,,,
206652,,,,,,,,
206653,,,,,,,,
206654,,,,,,,,
206655,,,,,,,,
206656,,,,,,,,
206657,,,,,,,,
206658,,,,,,,,
206659,,,,,,,,
206660,,,,,,,,
206661,,,,,,,,
206662,,,,,,,,
206663,,,,,,,,
206664,,,,,,,,
206665,,,,,,,,
206666,,,,,,,,
206667,,,,,,,,
206668,,,,,,,,
206669,,,,,,,,
206670,,,,,,,,
206671,,,,,,,,
206672,,,,,,,,
206673,,,,,,,,
206674,,,,,,,,
206675,,,,,,,,
206676,,,,,,,,
206677,,,,,,,,
206678,,,,,,,,
206679,,,,,,,,
206680,,,,,,,,
206681,,,,,,,,
206682,,,,,,,,
206683,,,,,,,,
206684,,,,,,,,
206685,,,,,,,,
206686,,,,,,,,
206687,,,,,,,,
206688,,,,,,,,
206689,,,,,,,,
206690,,,,,,,,
206691,,,,,,,,
206692,,,,,,,,
206693,,,,,,,,
206694,,,,,,,,
206695,,,,,,,,
206696,,,,,,,,
206697,,,,,,,,
206698,,,,,,,,
206699,,,,,,,,
206700,,,,,,,,
206701,,,,,,,,
206702,,,,,,,,
206703,,,,,,,,
206704,,,,,,,,
206705,,,,,,,,
206706,,,,,,,,
206707,,,,,,,,
206708,,,,,,,,
206709,,,,,,,,
206710,,,,,,,,
206711,,,,,,,,
206712,,,,,,,,
206713,,,,,,,,
206714,,,,,,,,
206715,,,,,,,,
206716,,,,,,,,
206717,,,,,,,,
206718,,,,,,,,
206719,,,,,,,,
206720,,,,,,,,
206721,,,,,,,,
206722,,,,,,,,
206723,,,,,,,,
206724,,,,,,,,
206725,,,,,,,,
206726,,,,,,,,
206727,,,,,,,,
206728,,,,,,,,
206729,,,,,,,,
206730,,,,,,,,
206731,,,,,,,,
206732,,,,,,,,
206733,,,,,,,,
206734,,,,,,,,
206735,,,,,,,,
206736,,,,,,,,
206737,,,,,,,,
206738,,,,,,,,
206739,,,,,,,,
206740,,,,,,,,
206741,,,,,,,,
206742,,,,,,,,
206743,,,,,,,,
206744,,,,,,,,
206745,,,,,,,,
206746,,,,,,,,
206747,,,,,,,,
206748,,,,,,,,
206749,,,,,,,,
206750,,,,,,,,
206751,,,,,,,,
206752,,,,,,,,
206753,,,,,,,,
206754,,,,,,,,
206755,,,,,,,,
206756,,,,,,,,
206757,,,,,,,,
206758,,,,,,,,
206759,,,,,,,,
206760,,,,,,,,
206761,,,,,,,,
206762,,,,,,,,
206763,,,,,,,,
206764,,,,,,,,
206765,,,,,,,,
206766,,,,,,,,
206767,,,,,,,,
206768,,,,,,,,
206769,,,,,,,,
206770,,,,,,,,
206771,,,,,,,,
206772,,,,,,,,
206773,,,,,,,,
206774,,,,,,,,
206775,,,,,,,,
206776,,,,,,,,
206777,,,,,,,,
206778,,,,,,,,
206779,,,,,,,,
206780,,,,,,,,
206781,,,,,,,,
206782,,,,,,,,
206783,,,,,,,,
206784,,,,,,,,
206785,,,,,,,,
206786,,,,,,,,
206787,,,,,,,,
206788,,,,,,,,
206789,,,,,,,,
206790,,,,,,,,
206791,,,,,,,,
206792,,,,,,,,
206793,,,,,,,,
206794,,,,,,,,
206795,,,,,,,,
206796,,,,,,,,
206797,,,,,,,,
206798,,,,,,,,
206799,,,,,,,,
206800,,,,,,,,
206801,,,,,,,,
206802,,,,,,,,
206803,,,,,,,,
206804,,,,,,,,
206805,,,,,,,,
206806,,,,,,,,
206807,,,,,,,,
206808,,,,,,,,
206809,,,,,,,,
206810,,,,,,,,
206811,,,,,,,,
206812,,,,,,,,
206813,,,,,,,,
206814,,,,,,,,
206815,,,,,,,,
206816,,,,,,,,
206817,,,,,,,,
206818,,,,,,,,
206819,,,,,,,,
206820,,,,,,,,
206821,,,,,,,,
206822,,,,,,,,
206823,,,,,,,,
206824,,,,,,,,
206825,,,,,,,,
206826,,,,,,,,
206827,,,,,,,,
206828,,,,,,,,
206829,,,,,,,,
206830,,,,,,,,
206831,,,,,,,,
206832,,,,,,,,
206833,,,,,,,,
206834,,,,,,,,
206835,,,,,,,,
206836,,,,,,,,
206837,,,,,,,,
206838,,,,,,,,
206839,,,,,,,,
206840,,,,,,,,
206841,,,,,,,,
206842,,,,,,,,
206843,,,,,,,,
206844,,,,,,,,
206845,,,,,,,,
206846,,,,,,,,
206847,,,,,,,,
206848,,,,,,,,
206849,,,,,,,,
206850,,,,,,,,
206851,,,,,,,,
206852,,,,,,,,
206853,,,,,,,,
206854,,,,,,,,
206855,,,,,,,,
206856,,,,,,,,
206857,,,,,,,,
206858,,,,,,,,
206859,,,,,,,,
206860,,,,,,,,
206861,,,,,,,,
206862,,,,,,,,
206863,,,,,,,,
206864,,,,,,,,
206865,,,,,,,,
206866,,,,,,,,
206867,,,,,,,,
206868,,,,,,,,
206869,,,,,,,,
206870,,,,,,,,
206871,,,,,,,,
206872,,,,,,,,
206873,,,,,,,,
206874,,,,,,,,
206875,,,,,,,,
206876,,,,,,,,
206877,,,,,,,,
206878,,,,,,,,
206879,,,,,,,,
206880,,,,,,,,
206881,,,,,,,,
206882,,,,,,,,
206883,,,,,,,,
206884,,,,,,,,
206885,,,,,,,,
206886,,,,,,,,
206887,,,,,,,,
206888,,,,,,,,
206889,,,,,,,,
206890,,,,,,,,
206891,,,,,,,,
206892,,,,,,,,
206893,,,,,,,,
206894,,,,,,,,
206895,,,,,,,,
206896,,,,,,,,
206897,,,,,,,,
206898,,,,,,,,
206899,,,,,,,,
206900,,,,,,,,
206901,,,,,,,,
206902,,,,,,,,
206903,,,,,,,,
206904,,,,,,,,
206905,,,,,,,,
206906,,,,,,,,
206907,,,,,,,,
206908,,,,,,,,
206909,,,,,,,,
206910,,,,,,,,
206911,,,,,,,,
206912,,,,,,,,
206913,,,,,,,,
206914,,,,,,,,
206915,,,,,,,,
206916,,,,,,,,
206917,,,,,,,,
206918,,,,,,,,
206919,,,,,,,,
206920,,,,,,,,
206921,,,,,,,,
206922,,,,,,,,
206923,,,,,,,,
206924,,,,,,,,
206925,,,,,,,,
206926,,,,,,,,
206927,,,,,,,,
206928,,,,,,,,
206929,,,,,,,,
206930,,,,,,,,
206931,,,,,,,,
206932,,,,,,,,
206933,,,,,,,,
206934,,,,,,,,
206935,,,,,,,,
206936,,,,,,,,
206937,,,,,,,,
206938,,,,,,,,
206939,,,,,,,,
206940,,,,,,,,
206941,,,,,,,,
206942,,,,,,,,
206943,,,,,,,,
206944,,,,,,,,
206945,,,,,,,,
206946,,,,,,,,
206947,,,,,,,,
206948,,,,,,,,
206949,,,,,,,,
206950,,,,,,,,
206951,,,,,,,,
206952,,,,,,,,
206953,,,,,,,,
206954,,,,,,,,
206955,,,,,,,,
206956,,,,,,,,
206957,,,,,,,,
206958,,,,,,,,
206959,,,,,,,,
206960,,,,,,,,
206961,,,,,,,,
206962,,,,,,,,
206963,,,,,,,,
206964,,,,,,,,
206965,,,,,,,,
206966,,,,,,,,
206967,,,,,,,,
206968,,,,,,,,
206969,,,,,,,,
206970,,,,,,,,
206971,,,,,,,,
206972,,,,,,,,
206973,,,,,,,,
206974,,,,,,,,
206975,,,,,,,,
206976,,,,,,,,
206977,,,,,,,,
206978,,,,,,,,
206979,,,,,,,,
206980,,,,,,,,
206981,,,,,,,,
206982,,,,,,,,
206983,,,,,,,,
206984,,,,,,,,
206985,,,,,,,,
206986,,,,,,,,
206987,,,,,,,,
206988,,,,,,,,
206989,,,,,,,,
206990,,,,,,,,
206991,,,,,,,,
206992,,,,,,,,
206993,,,,,,,,
206994,,,,,,,,
206995,,,,,,,,
206996,,,,,,,,
206997,,,,,,,,
206998,,,,,,,,
206999,,,,,,,,
207000,,,,,,,,
207001,,,,,,,,
207002,,,,,,,,
207003,,,,,,,,
207004,,,,,,,,
207005,,,,,,,,
207006,,,,,,,,
207007,,,,,,,,
207008,,,,,,,,
207009,,,,,,,,
207010,,,,,,,,
207011,,,,,,,,
207012,,,,,,,,
207013,,,,,,,,
207014,,,,,,,,
207015,,,,,,,,
207016,,,,,,,,
207017,,,,,,,,
207018,,,,,,,,
207019,,,,,,,,
207020,,,,,,,,
207021,,,,,,,,
207022,,,,,,,,
207023,,,,,,,,
207024,,,,,,,,
207025,,,,,,,,
207026,,,,,,,,
207027,,,,,,,,
207028,,,,,,,,
207029,,,,,,,,
207030,,,,,,,,
207031,,,,,,,,
207032,,,,,,,,
207033,,,,,,,,
207034,,,,,,,,
207035,,,,,,,,
207036,,,,,,,,
207037,,,,,,,,
207038,,,,,,,,
207039,,,,,,,,
207040,,,,,,,,
207041,,,,,,,,
207042,,,,,,,,
207043,,,,,,,,
207044,,,,,,,,
207045,,,,,,,,
207046,,,,,,,,
207047,,,,,,,,
207048,,,,,,,,
207049,,,,,,,,
207050,,,,,,,,
207051,,,,,,,,
207052,,,,,,,,
207053,,,,,,,,
207054,,,,,,,,
207055,,,,,,,,
207056,,,,,,,,
207057,,,,,,,,
207058,,,,,,,,
207059,,,,,,,,
207060,,,,,,,,
207061,,,,,,,,
207062,,,,,,,,
207063,,,,,,,,
207064,,,,,,,,
207065,,,,,,,,
207066,,,,,,,,
207067,,,,,,,,
207068,,,,,,,,
207069,,,,,,,,
207070,,,,,,,,
207071,,,,,,,,
207072,,,,,,,,
207073,,,,,,,,
207074,,,,,,,,
207075,,,,,,,,
207076,,,,,,,,
207077,,,,,,,,
207078,,,,,,,,
207079,,,,,,,,
207080,,,,,,,,
207081,,,,,,,,
207082,,,,,,,,
207083,,,,,,,,
207084,,,,,,,,
207085,,,,,,,,
207086,,,,,,,,
207087,,,,,,,,
207088,,,,,,,,
207089,,,,,,,,
207090,,,,,,,,
207091,,,,,,,,
207092,,,,,,,,
207093,,,,,,,,
207094,,,,,,,,
207095,,,,,,,,
207096,,,,,,,,
207097,,,,,,,,
207098,,,,,,,,
207099,,,,,,,,
207100,,,,,,,,
207101,,,,,,,,
207102,,,,,,,,
207103,,,,,,,,
207104,,,,,,,,
207105,,,,,,,,
207106,,,,,,,,
207107,,,,,,,,
207108,,,,,,,,
207109,,,,,,,,
207110,,,,,,,,
207111,,,,,,,,
207112,,,,,,,,
207113,,,,,,,,
207114,,,,,,,,
207115,,,,,,,,
207116,,,,,,,,
207117,,,,,,,,
207118,,,,,,,,
207119,,,,,,,,
207120,,,,,,,,
207121,,,,,,,,
207122,,,,,,,,
207123,,,,,,,,
207124,,,,,,,,
207125,,,,,,,,
207126,,,,,,,,
207127,,,,,,,,
207128,,,,,,,,
207129,,,,,,,,
207130,,,,,,,,
207131,,,,,,,,
207132,,,,,,,,
207133,,,,,,,,
207134,,,,,,,,
207135,,,,,,,,
207136,,,,,,,,
207137,,,,,,,,
207138,,,,,,,,
207139,,,,,,,,
207140,,,,,,,,
207141,,,,,,,,
207142,,,,,,,,
207143,,,,,,,,
207144,,,,,,,,
207145,,,,,,,,
207146,,,,,,,,
207147,,,,,,,,
207148,,,,,,,,
207149,,,,,,,,
207150,,,,,,,,
207151,,,,,,,,
207152,,,,,,,,
207153,,,,,,,,
207154,,,,,,,,
207155,,,,,,,,
207156,,,,,,,,
207157,,,,,,,,
207158,,,,,,,,
207159,,,,,,,,
207160,,,,,,,,
207161,,,,,,,,
207162,,,,,,,,
207163,,,,,,,,
207164,,,,,,,,
207165,,,,,,,,
207166,,,,,,,,
207167,,,,,,,,
207168,,,,,,,,
207169,,,,,,,,
207170,,,,,,,,
207171,,,,,,,,
207172,,,,,,,,
207173,,,,,,,,
207174,,,,,,,,
207175,,,,,,,,
207176,,,,,,,,
207177,,,,,,,,
207178,,,,,,,,
207179,,,,,,,,
207180,,,,,,,,
207181,,,,,,,,
207182,,,,,,,,
207183,,,,,,,,
207184,,,,,,,,
207185,,,,,,,,
207186,,,,,,,,
207187,,,,,,,,
207188,,,,,,,,
207189,,,,,,,,
207190,,,,,,,,
207191,,,,,,,,
207192,,,,,,,,
207193,,,,,,,,
207194,,,,,,,,
207195,,,,,,,,
207196,,,,,,,,
207197,,,,,,,,
207198,,,,,,,,
207199,,,,,,,,
207200,,,,,,,,
207201,,,,,,,,
207202,,,,,,,,
207203,,,,,,,,
207204,,,,,,,,
207205,,,,,,,,
207206,,,,,,,,
207207,,,,,,,,
207208,,,,,,,,
207209,,,,,,,,
207210,,,,,,,,
207211,,,,,,,,
207212,,,,,,,,
207213,,,,,,,,
207214,,,,,,,,
207215,,,,,,,,
207216,,,,,,,,
207217,,,,,,,,
207218,,,,,,,,
207219,,,,,,,,
207220,,,,,,,,
207221,,,,,,,,
207222,,,,,,,,
207223,,,,,,,,
207224,,,,,,,,
207225,,,,,,,,
207226,,,,,,,,
207227,,,,,,,,
207228,,,,,,,,
207229,,,,,,,,
207230,,,,,,,,
207231,,,,,,,,
207232,,,,,,,,
207233,,,,,,,,
207234,,,,,,,,
207235,,,,,,,,
207236,,,,,,,,
207237,,,,,,,,
207238,,,,,,,,
207239,,,,,,,,
207240,,,,,,,,
207241,,,,,,,,
207242,,,,,,,,
207243,,,,,,,,
207244,,,,,,,,
207245,,,,,,,,
207246,,,,,,,,
207247,,,,,,,,
207248,,,,,,,,
207249,,,,,,,,
207250,,,,,,,,
207251,,,,,,,,
207252,,,,,,,,
207253,,,,,,,,
207254,,,,,,,,
207255,,,,,,,,
207256,,,,,,,,
207257,,,,,,,,
207258,,,,,,,,
207259,,,,,,,,
207260,,,,,,,,
207261,,,,,,,,
207262,,,,,,,,
207263,,,,,,,,
207264,,,,,,,,
207265,,,,,,,,
207266,,,,,,,,
207267,,,,,,,,
207268,,,,,,,,
207269,,,,,,,,
207270,,,,,,,,
207271,,,,,,,,
207272,,,,,,,,
207273,,,,,,,,
207274,,,,,,,,
207275,,,,,,,,
207276,,,,,,,,
207277,,,,,,,,
207278,,,,,,,,
207279,,,,,,,,
207280,,,,,,,,
207281,,,,,,,,
207282,,,,,,,,
207283,,,,,,,,
207284,,,,,,,,
207285,,,,,,,,
207286,,,,,,,,
207287,,,,,,,,
207288,,,,,,,,
207289,,,,,,,,
207290,,,,,,,,
207291,,,,,,,,
207292,,,,,,,,
207293,,,,,,,,
207294,,,,,,,,
207295,,,,,,,,
207296,,,,,,,,
207297,,,,,,,,
207298,,,,,,,,
207299,,,,,,,,
207300,,,,,,,,
207301,,,,,,,,
207302,,,,,,,,
207303,,,,,,,,
207304,,,,,,,,
207305,,,,,,,,
207306,,,,,,,,
207307,,,,,,,,
207308,,,,,,,,
207309,,,,,,,,
207310,,,,,,,,
207311,,,,,,,,
207312,,,,,,,,
207313,,,,,,,,
207314,,,,,,,,
207315,,,,,,,,
207316,,,,,,,,
207317,,,,,,,,
207318,,,,,,,,
207319,,,,,,,,
207320,,,,,,,,
207321,,,,,,,,
207322,,,,,,,,
207323,,,,,,,,
207324,,,,,,,,
207325,,,,,,,,
207326,,,,,,,,
207327,,,,,,,,
207328,,,,,,,,
207329,,,,,,,,
207330,,,,,,,,
207331,,,,,,,,
207332,,,,,,,,
207333,,,,,,,,
207334,,,,,,,,
207335,,,,,,,,
207336,,,,,,,,
207337,,,,,,,,
207338,,,,,,,,
207339,,,,,,,,
207340,,,,,,,,
207341,,,,,,,,
207342,,,,,,,,
207343,,,,,,,,
207344,,,,,,,,
207345,,,,,,,,
207346,,,,,,,,
207347,,,,,,,,
207348,,,,,,,,
207349,,,,,,,,
207350,,,,,,,,
207351,,,,,,,,
207352,,,,,,,,
207353,,,,,,,,
207354,,,,,,,,
207355,,,,,,,,
207356,,,,,,,,
207357,,,,,,,,
207358,,,,,,,,
207359,,,,,,,,
207360,,,,,,,,
207361,,,,,,,,
207362,,,,,,,,
207363,,,,,,,,
207364,,,,,,,,
207365,,,,,,,,
207366,,,,,,,,
207367,,,,,,,,
207368,,,,,,,,
207369,,,,,,,,
207370,,,,,,,,
207371,,,,,,,,
207372,,,,,,,,
207373,,,,,,,,
207374,,,,,,,,
207375,,,,,,,,
207376,,,,,,,,
207377,,,,,,,,
207378,,,,,,,,
207379,,,,,,,,
207380,,,,,,,,
207381,,,,,,,,
207382,,,,,,,,
207383,,,,,,,,
207384,,,,,,,,
207385,,,,,,,,
207386,,,,,,,,
207387,,,,,,,,
207388,,,,,,,,
207389,,,,,,,,
207390,,,,,,,,
207391,,,,,,,,
207392,,,,,,,,
207393,,,,,,,,
207394,,,,,,,,
207395,,,,,,,,
207396,,,,,,,,
207397,,,,,,,,
207398,,,,,,,,
207399,,,,,,,,
207400,,,,,,,,
207401,,,,,,,,
207402,,,,,,,,
207403,,,,,,,,
207404,,,,,,,,
207405,,,,,,,,
207406,,,,,,,,
207407,,,,,,,,
207408,,,,,,,,
207409,,,,,,,,
207410,,,,,,,,
207411,,,,,,,,
207412,,,,,,,,
207413,,,,,,,,
207414,,,,,,,,
207415,,,,,,,,
207416,,,,,,,,
207417,,,,,,,,
207418,,,,,,,,
207419,,,,,,,,
207420,,,,,,,,
207421,,,,,,,,
207422,,,,,,,,
207423,,,,,,,,
207424,,,,,,,,
207425,,,,,,,,
207426,,,,,,,,
207427,,,,,,,,
207428,,,,,,,,
207429,,,,,,,,
207430,,,,,,,,
207431,,,,,,,,
207432,,,,,,,,
207433,,,,,,,,
207434,,,,,,,,
207435,,,,,,,,
207436,,,,,,,,
207437,,,,,,,,
207438,,,,,,,,
207439,,,,,,,,
207440,,,,,,,,
207441,,,,,,,,
207442,,,,,,,,
207443,,,,,,,,
207444,,,,,,,,
207445,,,,,,,,
207446,,,,,,,,
207447,,,,,,,,
207448,,,,,,,,
207449,,,,,,,,
207450,,,,,,,,
207451,,,,,,,,
207452,,,,,,,,
207453,,,,,,,,
207454,,,,,,,,
207455,,,,,,,,
207456,,,,,,,,
207457,,,,,,,,
207458,,,,,,,,
207459,,,,,,,,
207460,,,,,,,,
207461,,,,,,,,
207462,,,,,,,,
207463,,,,,,,,
207464,,,,,,,,
207465,,,,,,,,
207466,,,,,,,,
207467,,,,,,,,
207468,,,,,,,,
207469,,,,,,,,
207470,,,,,,,,
207471,,,,,,,,
207472,,,,,,,,
207473,,,,,,,,
207474,,,,,,,,
207475,,,,,,,,
207476,,,,,,,,
207477,,,,,,,,
207478,,,,,,,,
207479,,,,,,,,
207480,,,,,,,,
207481,,,,,,,,
207482,,,,,,,,
207483,,,,,,,,
207484,,,,,,,,
207485,,,,,,,,
207486,,,,,,,,
207487,,,,,,,,
207488,,,,,,,,
207489,,,,,,,,
207490,,,,,,,,
207491,,,,,,,,
207492,,,,,,,,
207493,,,,,,,,
207494,,,,,,,,
207495,,,,,,,,
207496,,,,,,,,
207497,,,,,,,,
207498,,,,,,,,
207499,,,,,,,,
207500,,,,,,,,
207501,,,,,,,,
207502,,,,,,,,
207503,,,,,,,,
207504,,,,,,,,
207505,,,,,,,,
207506,,,,,,,,
207507,,,,,,,,
207508,,,,,,,,
207509,,,,,,,,
207510,,,,,,,,
207511,,,,,,,,
207512,,,,,,,,
207513,,,,,,,,
207514,,,,,,,,
207515,,,,,,,,
207516,,,,,,,,
207517,,,,,,,,
207518,,,,,,,,
207519,,,,,,,,
207520,,,,,,,,
207521,,,,,,,,
207522,,,,,,,,
207523,,,,,,,,
207524,,,,,,,,
207525,,,,,,,,
207526,,,,,,,,
207527,,,,,,,,
207528,,,,,,,,
207529,,,,,,,,
207530,,,,,,,,
207531,,,,,,,,
207532,,,,,,,,
207533,,,,,,,,
207534,,,,,,,,
207535,,,,,,,,
207536,,,,,,,,
207537,,,,,,,,
207538,,,,,,,,
207539,,,,,,,,
207540,,,,,,,,
207541,,,,,,,,
207542,,,,,,,,
207543,,,,,,,,
207544,,,,,,,,
207545,,,,,,,,
207546,,,,,,,,
207547,,,,,,,,
207548,,,,,,,,
207549,,,,,,,,
207550,,,,,,,,
207551,,,,,,,,
207552,,,,,,,,
